Age,Gender,"Location (country, city)","Educational level (e.g., undergraduate, graduate)","Stream(MEDIICAL,ENGINEERING,DESIGNING,etc.)",Reading frequency ,Average Reading Duration (minutes),"Types of content (e.g., textbooks, research papers, fiction, technical articles)","Reading preferences (e-books, PDFs, web articles)"
37,Female,Udaipur,Professional Level,Computer Science/Engineering,MONTHLY,15,News Articles,
22,Female,Korba,Undergraduate/Graduate Level,Electrical Engineering,WEEKLY,45,Textbooks,
45,Male,Nalgonda,Professional Level,Mechanical Engineering,DAILY,60,Research Papers,
26,Male,Navi Mumbai,Master's Level,Software Engineering,WEEKLY,30,Technical Articles,
51,Female,Bhiwandi,Professional Level,Civil Engineering,MONTHLY,90,Blogs,
32,Male,Amravati,Master's Level,Legal Studies,DAILY,15,Textbooks,
57,Female,Gandhinagar,Professional Level,Mechanical Engineering,MONTHLY,30,Technical Articles,
31,Male,Dhanbad,Master's Level,Chemical Engineering,DAILY,60,Textbooks,
54,Female,Bhavnagar,Professional Level,Electrical Engineering,WEEKLY,45,Technical Articles,
19,Male,Bikaner,Undergraduate/Graduate Level,Medicine,MONTHLY,60,Research Papers,
48,Female,Ambala,Professional Level,Software Engineering,WEEKLY,30,Textbooks,
23,Female,Deoghar,Undergraduate/Graduate Level,Civil Engineering,DAILY,15,Technical Articles,
40,Male,Bellary,Professional Level,Computer Science/Engineering,DAILY,45,Research Papers,
49,Female,Sultan Pur Majra,Professional Level,Nursing,WEEKLY,60,Technical Articles,
34,Male,Tiruppur,Master's Level,Mechanical Engineering,MONTHLY,30,Textbooks,
55,Female,Durgapur,Professional Level,Legal Studies,MONTHLY,90,Research Papers,
38,Male,Anantapur,Professional Level,Electrical Engineering,DAILY,15,Technical Articles,
50,Female,Udham Singh Nagar,Professional Level,Civil Engineering,WEEKLY,30,Research Papers,
25,Male,Chandrapur,Master's Level,Architecture,DAILY,60,Textbooks,
27,Female,Vellore,Master's Level,Chemical Engineering,WEEKLY,45,Research Papers,
42,Male,Dindigul,Professional Level,Computer Science/Engineering,MONTHLY,15,Technical Articles,
28,Female,Kancheepuram,Master's Level,Medicine,DAILY,30,Textbooks,
47,Male,Gandhidham,Professional Level,Software Engineering,WEEKLY,60,Technical Articles,
33,Female,Hospet,Master's Level,Mechanical Engineering,DAILY,45,Textbooks,
43,Male,Nagercoil,Professional Level,Electrical Engineering,MONTHLY,90,Technical Articles,
24,Female,Karimnagar,Undergraduate/Graduate Level,Legal Studies,WEEKLY,60,Research Papers,
53,Female,Thanjavur,Professional Level,Civil Engineering,DAILY,30,Textbooks,
21,Male,Pallavaram,Undergraduate/Graduate Level,Nursing,MONTHLY,45,Technical Articles,
46,Male,Chittoor,Professional Level,Chemical Engineering,DAILY,15,Research Papers,
30,Female,Kumbakonam,Master's Level,Mechanical Engineering,WEEKLY,60,Technical Articles,
58,Male,Sambalpur,Professional Level,Computer Science/Engineering,MONTHLY,45,Textbooks,
35,Female,Katihar,Professional Level,Medicine,DAILY,30,Research Papers,
52,Male,Bardhaman,Professional Level,Software Engineering,WEEKLY,60,Technical Articles,
31,Female,Munger,Master's Level,Civil Engineering,DAILY,45,Fiction Novels,
56,Male,Purnia,Professional Level,Electrical Engineering,WEEKLY,15,Textbooks,
20,Female,Hapur,Undergraduate/Graduate Level,Legal Studies,MONTHLY,90,Technical Articles,
44,Male,Dhanbad,Professional Level,Architecture,MONTHLY,30,News Articles,
54,Female,Navi Mumbai,Professional Level,Computer Science/Engineering,DAILY,60,Textbooks,
29,Male,Varanasi,Master's Level,Mechanical Engineering,DAILY,45,Research Papers,
51,Female,Kolkata,Professional Level,Chemical Engineering,WEEKLY,15,Technical Articles,
39,Male,Amritsar,Professional Level,Civil Engineering,MONTHLY,30,Blogs,
37,Female,Moradabad,Professional Level,Medicine,DAILY,60,Textbooks,
22,Male,Gwalior,Undergraduate/Graduate Level,Software Engineering,WEEKLY,45,Technical Articles,
26,Female,Pimpri-Chinchwad,Master's Level,Electrical Engineering,DAILY,90,Textbooks,
55,Male,Surat,Professional Level,Legal Studies,MONTHLY,60,Technical Articles,
32,Female,Ghaziabad,Master's Level,Mechanical Engineering,WEEKLY,30,Research Papers,
41,Male,Chandigarh,Professional Level,Computer Science/Engineering,DAILY,45,Textbooks,
38,Female,Nagpur,Professional Level,Civil Engineering,MONTHLY,15,Technical Articles,
33,Male,Ranchi,Master's Level,Nursing,WEEKLY,60,Research Papers,
58,Female,Meerut,Professional Level,Chemical Engineering,DAILY,45,Technical Articles,
49,Male,Kanpur,Professional Level,Electrical Engineering,WEEKLY,30,Textbooks,
25,Female,Pune,Master's Level,Medicine,MONTHLY,60,Research Papers,
42,Male,Visakhapatnam,Professional Level,Software Engineering,DAILY,15,Technical Articles,
47,Female,Coimbatore,Professional Level,Legal Studies,WEEKLY,30,Research Papers,
23,Male,Kochi (Cochin),Undergraduate/Graduate Level,Mechanical Engineering,MONTHLY,90,Textbooks,
50,Female,Madurai,Professional Level,Civil Engineering,DAILY,45,Research Papers,
27,Male,Tiruchirappalli (Trichy),Master's Level,Computer Science/Engineering,DAILY,60,Technical Articles,
48,Female,Bhubaneswar,Professional Level,Architecture,WEEKLY,30,Textbooks,
36,Male,Cuttack,Professional Level,Electrical Engineering,MONTHLY,15,Technical Articles,
45,Female,Jamshedpur,Professional Level,Chemical Engineering,DAILY,45,Research Papers,
19,Male,Asansol,Undergraduate/Graduate Level,Medicine,WEEKLY,60,Technical Articles,
54,Female,Durgapur,Professional Level,Software Engineering,DAILY,30,Textbooks,
34,Male,Ranchi,Master's Level,Civil Engineering,MONTHLY,90,Research Papers,
21,Female,Rajahmundry,Undergraduate/Graduate Level,Legal Studies,WEEKLY,15,Technical Articles,
57,Male,Tirupati,Professional Level,Mechanical Engineering,DAILY,30,Fiction Novels,
52,Female,Ujjain,Professional Level,Electrical Engineering,MONTHLY,60,Textbooks,
28,Male,Bilaspur,Master's Level,Nursing,DAILY,45,Technical Articles,
31,Female,Warangal,Master's Level,Computer Science/Engineering,WEEKLY,60,News Articles,
43,Male,Tirunelveli,Professional Level,Medicine,MONTHLY,30,Textbooks,
30,Female,Salem,Master's Level,Chemical Engineering,DAILY,15,Research Papers,
56,Male,Erode,Professional Level,Civil Engineering,WEEKLY,45,Technical Articles,
24,Female,Dehradun,Undergraduate/Graduate Level,Software Engineering,DAILY,60,Blogs,
53,Male,Jammu,Professional Level,Chemical Engineering,MONTHLY,30,Textbooks,
39,Female,Mangalore,Professional Level,Civil Engineering,DAILY,90,Technical Articles,
55,Male,Belgaum,Professional Level,Computer Science/Engineering,MONTHLY,15,Textbooks,
22,Female,Nellore,Undergraduate/Graduate Level,Legal Studies,WEEKLY,30,Technical Articles,
50,Male,Guntur,Professional Level,Mechanical Engineering,DAILY,60,Research Papers,
38,Female,Kollam,Professional Level,Software Engineering,WEEKLY,45,Textbooks,
46,Male,Nanded,Professional Level,Electrical Engineering,DAILY,60,Technical Articles,
35,Female,Durg,Professional Level,Medicine,MONTHLY,30,Research Papers,
25,Male,Ajmer,Master's Level,Mechanical Engineering,WEEKLY,15,Technical Articles,
41,Female,Gulbarga,Professional Level,Computer Science/Engineering,DAILY,45,Textbooks,
27,Male,Bhagalpur,Master's Level,Architecture,MONTHLY,60,Research Papers,
44,Female,Karnal,Professional Level,Civil Engineering,DAILY,30,Technical Articles,
32,Male,Saharanpur,Master's Level,Electrical Engineering,WEEKLY,90,Research Papers,
37,Female,Shimla,Professional Level,Interior Design,MONTHLY,15,Textbooks,
47,Male,Alwar,Professional Level,Software Engineering,DAILY,30,Research Papers,
29,Female,Muzaffarpur,Master's Level,Nursing,WEEKLY,60,Technical Articles,
51,Male,Mathura,Professional Level,Chemical Engineering,MONTHLY,45,Textbooks,
26,Female,Rajpur Sonarpur,Master's Level,Electrical Engineering,DAILY,60,Technical Articles,
45,Male,Kamarhati,Professional Level,Mechanical Engineering,MONTHLY,30,Research Papers,
34,Female,Avadi,Master's Level,Medicine,DAILY,15,Technical Articles,
54,Male,Tumkur,Professional Level,Legal Studies,WEEKLY,45,Textbooks,
40,Female,Noida,Professional Level,Civil Engineering,MONTHLY,60,Research Papers,
20,Male,Kakinada,Undergraduate/Graduate Level,Software Engineering,WEEKLY,30,Technical Articles,
28,Female,Nizamabad,Master's Level,Computer Science/Engineering,DAILY,90,Textbooks,
48,Male,Parbhani,Professional Level,Mechanical Engineering,DAILY,15,Technical Articles,
31,Female,Latur,Master's Level,Electrical Engineering,WEEKLY,30,Research Papers,
52,Male,Ratlam,Professional Level,Chemical Engineering,MONTHLY,60,Fiction Novels,
21,Female,Panipat,Undergraduate/Graduate Level,Civil Engineering,MONTHLY,45,Textbooks,
49,Male,Gandhinagar,Professional Level,Computer Science/Engineering,DAILY,15,Technical Articles,
58,Female,Bathinda,Professional Level,Legal Studies,WEEKLY,30,News Articles,
23,Male,Yamunanagar,Undergraduate/Graduate Level,Mechanical Engineering,DAILY,60,Textbooks,
57,Female,Pali,Professional Level,Software Engineering,WEEKLY,45,Research Papers,
42,Male,Rewa,Professional Level,Medicine,MONTHLY,90,Technical Articles,
30,Female,Mathura,Master's Level,Electrical Engineering,DAILY,60,Blogs,
55,Male,Palakkad,Professional Level,Civil Engineering,WEEKLY,30,Textbooks,
33,Female,Satara,Master's Level,Nursing,DAILY,45,Technical Articles,
36,Male,Bijapur,Professional Level,Chemical Engineering,MONTHLY,15,Textbooks,
53,Female,Kapurthala,Professional Level,Architecture,WEEKLY,60,Technical Articles,
24,Male,Bharatpur,Undergraduate/Graduate Level,Mechanical Engineering,DAILY,45,Research Papers,
46,Female,Hoshiarpur,Professional Level,Computer Science/Engineering,MONTHLY,30,Textbooks,
39,Male,Bilaspur,Professional Level,Electrical Engineering,DAILY,60,Technical Articles,
35,Female,Aligarh,Professional Level,Legal Studies,WEEKLY,45,Research Papers,
56,Male,Raichur,Professional Level,Software Engineering,MONTHLY,15,Technical Articles,
25,Female,Agartala,Master's Level,Civil Engineering,DAILY,90,Textbooks,
51,Male,Bhilwara,Professional Level,Chemical Engineering,WEEKLY,30,Research Papers,
26,Female,Udaipur,Master's Level,Medicine,DAILY,60,Technical Articles,
41,Male,Korba,Professional Level,Mechanical Engineering,DAILY,45,Research Papers,
22,Female,Nalgonda,Undergraduate/Graduate Level,Electrical Engineering,MONTHLY,15,Textbooks,
37,Male,Navi Mumbai,Professional Level,Computer Science/Engineering,WEEKLY,30,Research Papers,
50,Female,Bhiwandi,Professional Level,Interior Design,WEEKLY,60,Technical Articles,
34,Male,Amravati,Master's Level,Civil Engineering,DAILY,45,Textbooks,
38,Female,Gandhinagar,Professional Level,Legal Studies,MONTHLY,90,Technical Articles,
57,Male,Dhanbad,Professional Level,Chemical Engineering,WEEKLY,60,Textbooks,
44,Female,Bhavnagar,Professional Level,Software Engineering,DAILY,30,Technical Articles,
29,Male,Bikaner,Master's Level,Mechanical Engineering,WEEKLY,45,Research Papers,
45,Female,Ambala,Professional Level,Electrical Engineering,DAILY,15,Textbooks,
32,Male,Deoghar,Master's Level,Medicine,MONTHLY,60,Technical Articles,
47,Female,Bellary,Professional Level,Civil Engineering,DAILY,45,Research Papers,
40,Male,Sultan Pur Majra,Professional Level,Computer Science/Engineering,MONTHLY,30,Technical Articles,
19,Female,Tiruppur,Undergraduate/Graduate Level,Architecture,WEEKLY,60,Textbooks,
54,Male,Durgapur,Professional Level,Mechanical Engineering,DAILY,15,Research Papers,
23,Female,Anantapur,Undergraduate/Graduate Level,Legal Studies,MONTHLY,30,Technical Articles,
52,Male,Udham Singh Nagar,Professional Level,Software Engineering,DAILY,90,Fiction Novels,
28,Female,Chandrapur,Master's Level,Electrical Engineering,WEEKLY,45,Textbooks,
48,Male,Vellore,Professional Level,Chemical Engineering,DAILY,60,Technical Articles,
27,Female,Dindigul,Master's Level,Civil Engineering,WEEKLY,30,News Articles,
55,Male,Kancheepuram,Professional Level,Medicine,MONTHLY,15,Textbooks,
33,Female,Gandhidham,Master's Level,Computer Science/Engineering,WEEKLY,45,Research Papers,
31,Male,Hospet,Master's Level,Nursing,DAILY,60,Technical Articles,
42,Male,Nagercoil,Professional Level,Mechanical Engineering,DAILY,30,Blogs,
50,Female,Karimnagar,Professional Level,Electrical Engineering,MONTHLY,90,Textbooks,
37,Male,Thanjavur,Professional Level,Chemical Engineering,WEEKLY,15,Technical Articles,
26,Female,Pallavaram,Master's Level,Legal Studies,DAILY,30,Textbooks,
56,Male,Chittoor,Professional Level,Civil Engineering,WEEKLY,60,Technical Articles,
21,Female,Kumbakonam,Undergraduate/Graduate Level,Software Engineering,DAILY,45,Research Papers,
44,Female,Sambalpur,Professional Level,Medicine,MONTHLY,60,Textbooks,
36,Male,Katihar,Professional Level,Computer Science/Engineering,WEEKLY,30,Technical Articles,
53,Male,Bardhaman,Professional Level,Interior Design,DAILY,15,Research Papers,
24,Female,Munger,Undergraduate/Graduate Level,Mechanical Engineering,WEEKLY,15,Technical Articles,
49,Male,Purnia,Professional Level,Civil Engineering,MONTHLY,30,Textbooks,
58,Female,Hapur,Professional Level,Electrical Engineering,DAILY,60,Research Papers,
35,Female,Coimbatore,Professional Level,Architecture,WEEKLY,45,Technical Articles,
46,Male,Kochi (Cochin),Professional Level,Software Engineering,MONTHLY,90,Research Papers,
22,Male,Madurai,Undergraduate/Graduate Level,Chemical Engineering,DAILY,45,Textbooks,
51,Female,Tiruchirappalli (Trichy),Professional Level,Computer Science/Engineering,DAILY,30,Research Papers,
30,Male,Bhubaneswar,Master's Level,Legal Studies,WEEKLY,60,Technical Articles,
39,Female,Cuttack,Professional Level,Mechanical Engineering,MONTHLY,15,Textbooks,
25,Male,Jamshedpur,Master's Level,Electrical Engineering,MONTHLY,45,Technical Articles,
54,Female,Asansol,Professional Level,Medicine,DAILY,90,Research Papers,
32,Male,Durgapur,Master's Level,Civil Engineering,WEEKLY,15,Technical Articles,
47,Female,Ranchi,Professional Level,Nursing,DAILY,30,Textbooks,
38,Male,Rajahmundry,Professional Level,Chemical Engineering,WEEKLY,60,Research Papers,
29,Female,Tirupati,Master's Level,Mechanical Engineering,MONTHLY,45,Technical Articles,
43,Male,Ujjain,Professional Level,Software Engineering,DAILY,30,Fiction Novels,
20,Female,Bilaspur,Undergraduate/Graduate Level,Legal Studies,WEEKLY,15,Textbooks,
40,Female,Warangal,Professional Level,Electrical Engineering,DAILY,90,Technical Articles,
55,Male,Tirunelveli,Professional Level,Civil Engineering,MONTHLY,45,News Articles,
27,Male,Salem,Master's Level,Computer Science/Engineering,WEEKLY,60,Textbooks,
41,Female,Erode,Professional Level,Medicine,DAILY,30,Research Papers,
34,Male,Dehradun,Master's Level,Mechanical Engineering,MONTHLY,45,Technical Articles,
57,Female,Jammu,Professional Level,Software Engineering,DAILY,90,Blogs,
23,Male,Mangalore,Undergraduate/Graduate Level,Legal Studies,WEEKLY,15,Textbooks,
52,Female,Belgaum,Professional Level,Civil Engineering,MONTHLY,60,Technical Articles,
56,Male,Nellore,Professional Level,Chemical Engineering,DAILY,45,Textbooks,
48,Male,Guntur,Professional Level,Electrical Engineering,WEEKLY,30,Technical Articles,
37,Female,Kollam,Professional Level,Mechanical Engineering,DAILY,15,Research Papers,
26,Male,Nanded,Master's Level,Nursing,DAILY,60,Textbooks,
49,Female,Durg,Professional Level,Computer Science/Engineering,WEEKLY,90,Technical Articles,
33,Female,Ajmer,Master's Level,Medicine,MONTHLY,45,Research Papers,
31,Male,Gulbarga,Master's Level,Civil Engineering,MONTHLY,30,Technical Articles,
45,Male,Bhagalpur,Professional Level,Architecture,DAILY,60,Textbooks,
22,Female,Karnal,Undergraduate/Graduate Level,Software Engineering,WEEKLY,15,Research Papers,
50,Male,Saharanpur,Professional Level,Electrical Engineering,DAILY,90,Technical Articles,
28,Female,Shimla,Master's Level,Legal Studies,WEEKLY,45,Research Papers,
54,Female,Alwar,Professional Level,Mechanical Engineering,DAILY,30,Textbooks,
21,Male,Muzaffarpur,Undergraduate/Graduate Level,Chemical Engineering,MONTHLY,60,Research Papers,
58,Female,Mathura,Professional Level,Civil Engineering,DAILY,15,Technical Articles,
36,Male,Rajpur Sonarpur,Professional Level,Computer Science/Engineering,WEEKLY,45,Textbooks,
46,Female,Kamarhati,Professional Level,Medicine,DAILY,90,Technical Articles,
39,Male,Avadi,Professional Level,Electrical Engineering,WEEKLY,30,Research Papers,
55,Female,Tumkur,Professional Level,Software Engineering,MONTHLY,60,Technical Articles,
43,Male,Noida,Professional Level,Mechanical Engineering,DAILY,45,Textbooks,
24,Female,Kakinada,Undergraduate/Graduate Level,Interior Design,WEEKLY,15,Research Papers,
52,Male,Nizamabad,Professional Level,Legal Studies,DAILY,30,Technical Articles,
27,Female,Parbhani,Master's Level,Civil Engineering,MONTHLY,60,Textbooks,
51,Female,Latur,Professional Level,Nursing,DAILY,90,Technical Articles,
29,Male,Ratlam,Master's Level,Chemical Engineering,WEEKLY,15,Research Papers,
38,Male,Panipat,Professional Level,Medicine,MONTHLY,30,Fiction Novels,
32,Female,Gandhinagar,Master's Level,Computer Science/Engineering,DAILY,45,Textbooks,
47,Female,Bathinda,Professional Level,Electrical Engineering,MONTHLY,60,Technical Articles,
25,Male,Yamunanagar,Master's Level,Mechanical Engineering,DAILY,15,News Articles,
37,Male,Pali,Professional Level,Software Engineering,WEEKLY,90,Textbooks,
41,Female,Rewa,Professional Level,Civil Engineering,MONTHLY,30,Research Papers,
56,Male,Mathura,Professional Level,Legal Studies,WEEKLY,45,Technical Articles,
30,Female,Palakkad,Master's Level,Mechanical Engineering,DAILY,60,Blogs,
53,Female,Satara,Professional Level,Chemical Engineering,DAILY,15,Textbooks,
34,Male,Bijapur,Master's Level,Electrical Engineering,WEEKLY,45,Technical Articles,
58,Male,Kapurthala,Professional Level,Medicine,MONTHLY,30,Textbooks,
44,Female,Bharatpur,Professional Level,Software Engineering,DAILY,60,Technical Articles,
23,Male,Hoshiarpur,Undergraduate/Graduate Level,Civil Engineering,WEEKLY,45,Research Papers,
